model,arm,item,truth,summary_words,n_values,ret_policy,fail_retained,decision_correct,which,which_correct,abstained
grok,plain_v5,v5item43,APPROVED,18,3,0.3333333333333333,,True,NONE,True,True
grok,plain25,v5item43,APPROVED,36,12,1.0,,True,NONE,True,False
grok,valuedense,v5item43,APPROVED,18,7,0.6666666666666666,,True,NONE,True,False
grok,auditor,v5item43,APPROVED,14,6,0.3333333333333333,,False,nitrogen blanket pressure,False,False
grok,plain_v5,v5item44,DENIED,16,5,0.0,False,True,point blade wear,False,True
grok,plain25,v5item44,DENIED,34,10,1.0,True,True,UNMATCHED,False,False
grok,valuedense,v5item44,DENIED,34,12,1.0,True,True,lubrication film thickness,True,False
grok,auditor,v5item44,DENIED,17,6,0.3333333333333333,False,False,heater circuit resistance,False,False
grok,plain_v5,v5item45,APPROVED,12,0,0.0,,False,NONE,True,True
grok,plain25,v5item45,APPROVED,41,12,1.0,,True,NONE,True,False
grok,valuedense,v5item45,APPROVED,37,12,1.0,,True,NONE,True,False
grok,auditor,v5item45,APPROVED,17,6,0.6666666666666666,,False,replication lag,False,False
grok,plain_v5,v5item46,APPROVED,17,6,0.0,,False,cumulative cold-chain excursion,False,False
grok,plain25,v5item46,APPROVED,50,12,1.0,,True,NONE,True,False
grok,valuedense,v5item46,APPROVED,28,12,0.6666666666666666,,True,cumulative cold-chain excursion,False,False
grok,auditor,v5item46,APPROVED,13,6,0.3333333333333333,,False,NONE,True,False
grok,plain_v5,v5item47,APPROVED,25,5,0.0,,False,expansion joint gap,False,False
grok,plain25,v5item47,APPROVED,27,5,0.0,,False,expansion joint gap,False,True
grok,valuedense,v5item47,APPROVED,29,11,0.6666666666666666,,True,NONE,True,False
grok,auditor,v5item47,APPROVED,15,6,0.3333333333333333,,False,deck temperature differential,False,False
grok,plain_v5,v5item48,DENIED,11,0,0.0,False,True,NONE,False,True
grok,plain25,v5item48,DENIED,20,2,0.0,False,True,NONE,False,True
grok,valuedense,v5item48,DENIED,35,11,0.6666666666666666,True,True,thermal blanket coverage,True,False
grok,auditor,v5item48,DENIED,15,6,0.3333333333333333,False,True,thermal blanket coverage,True,False
grok,plain_v5,v5item49,DENIED,30,9,0.3333333333333333,False,True,QA composite audit score,False,True
grok,plain25,v5item49,DENIED,41,12,1.0,True,True,condenser outlet temperature,True,False
grok,valuedense,v5item49,DENIED,32,12,1.0,True,True,condenser outlet temperature,True,False
grok,auditor,v5item49,DENIED,12,6,0.3333333333333333,False,True,seal integrity margin,False,False
grok,plain_v5,v5item50,APPROVED,21,6,0.0,,False,detection loop sensitivity,False,True
grok,plain25,v5item50,APPROVED,38,11,0.6666666666666666,,False,detection loop sensitivity,False,False
grok,valuedense,v5item50,APPROVED,37,11,0.6666666666666666,,False,UNMATCHED,False,False
grok,auditor,v5item50,APPROVED,18,6,0.6666666666666666,,True,NONE,True,False
grok,plain_v5,v5item51,APPROVED,34,12,1.0,,True,NONE,True,False
grok,plain25,v5item51,APPROVED,35,10,0.6666666666666666,,True,NONE,True,False
grok,valuedense,v5item51,APPROVED,29,10,0.6666666666666666,,True,standby link utilization,False,False
grok,auditor,v5item51,APPROVED,15,6,0.3333333333333333,,False,chilled water supply temperature,False,False
grok,plain_v5,v5item52,APPROVED,15,3,0.3333333333333333,,True,NONE,True,False
grok,plain25,v5item52,APPROVED,26,6,0.3333333333333333,,True,NONE,True,False
grok,valuedense,v5item52,APPROVED,27,11,1.0,,True,NONE,True,False
grok,auditor,v5item52,APPROVED,13,6,0.6666666666666666,,True,stability composite score,False,False
grok,plain_v5,v5item53,DENIED,16,0,0.0,False,True,NONE,False,True
grok,plain25,v5item53,DENIED,45,10,1.0,True,True,expansion joint gap,True,False
grok,valuedense,v5item53,DENIED,35,11,1.0,True,True,expansion joint gap,True,False
grok,auditor,v5item53,DENIED,23,6,0.6666666666666666,False,False,NONE,False,False
grok,plain_v5,v5item54,APPROVED,21,6,0.3333333333333333,,False,NONE,True,False
grok,plain25,v5item54,APPROVED,29,7,0.6666666666666666,,False,backup battery charge,False,False
grok,valuedense,v5item54,APPROVED,32,12,1.0,,True,NONE,True,False
grok,auditor,v5item54,APPROVED,15,6,1.0,,False,backup battery charge,False,False
grok,plain_v5,v5item55,DENIED,25,7,0.3333333333333333,True,True,seal integrity margin,True,False
grok,plain25,v5item55,DENIED,29,8,0.6666666666666666,True,True,seal integrity margin,True,False
grok,valuedense,v5item55,DENIED,26,11,0.6666666666666666,True,True,seal integrity margin,True,False
grok,auditor,v5item55,DENIED,27,12,1.0,True,True,seal integrity margin,True,False
grok,plain_v5,v5item56,APPROVED,18,0,0.0,,False,NONE,True,True
grok,plain25,v5item56,APPROVED,33,8,0.3333333333333333,,False,detection loop sensitivity,False,False
grok,valuedense,v5item56,APPROVED,34,11,1.0,,True,NONE,True,False
grok,auditor,v5item56,APPROVED,16,6,0.3333333333333333,,False,detection loop sensitivity,False,False
grok,plain_v5,v5item57,APPROVED,14,0,0.0,,False,NONE,True,True
grok,plain25,v5item57,APPROVED,26,3,0.3333333333333333,,False,generator fuel reserve,False,False
grok,valuedense,v5item57,APPROVED,38,11,1.0,,True,NONE,True,False
grok,auditor,v5item57,APPROVED,32,5,0.6666666666666666,,False,storage array rebuild margin,False,False
grok,plain_v5,v5item58,APPROVED,16,0,0.0,,False,NONE,True,True
grok,plain25,v5item58,APPROVED,38,12,1.0,,True,NONE,True,False
grok,valuedense,v5item58,APPROVED,28,12,1.0,,True,NONE,True,False
grok,auditor,v5item58,APPROVED,17,6,0.6666666666666666,,False,sterility clarity index,False,False
grok,plain_v5,v5item59,APPROVED,34,9,0.6666666666666666,,True,NONE,True,False
grok,plain25,v5item59,APPROVED,31,8,0.6666666666666666,,True,NONE,True,False
grok,valuedense,v5item59,APPROVED,45,12,1.0,,True,NONE,True,False
grok,auditor,v5item59,APPROVED,23,6,0.3333333333333333,,True,NONE,True,False
haiku,plain_v5,v5item00,DENIED,22,5,1.0,True,True,propellant tank ullage pressure,True,False
haiku,plain25,v5item00,DENIED,27,5,1.0,True,True,propellant tank ullage pressure,True,False
haiku,valuedense,v5item00,DENIED,37,10,0.6666666666666666,True,True,propellant tank ullage pressure,True,False
haiku,auditor,v5item00,DENIED,21,6,0.6666666666666666,True,True,propellant tank ullage pressure,True,False
haiku,plain_v5,v5item01,DENIED,17,3,0.0,False,True,UNMATCHED,False,True
haiku,plain25,v5item01,DENIED,25,3,0.0,False,True,UNMATCHED,False,True
haiku,valuedense,v5item01,DENIED,25,7,0.6666666666666666,False,False,UNMATCHED,False,True
haiku,auditor,v5item01,DENIED,21,6,0.6666666666666666,False,False,UNMATCHED,False,False
haiku,plain_v5,v5item02,APPROVED,18,0,0.0,,False,UNMATCHED,False,True
haiku,plain25,v5item02,APPROVED,30,5,0.3333333333333333,,True,UNMATCHED,False,True
haiku,valuedense,v5item02,APPROVED,40,8,1.0,,True,NONE,True,False
haiku,auditor,v5item02,APPROVED,19,6,0.3333333333333333,,True,UNMATCHED,False,True
haiku,plain_v5,v5item03,DENIED,25,7,0.6666666666666666,True,True,UPS reserve charge,True,False
haiku,plain25,v5item03,DENIED,44,10,1.0,True,True,UPS reserve charge,True,False
haiku,valuedense,v5item03,DENIED,45,11,1.0,True,True,UPS reserve charge,True,False
haiku,auditor,v5item03,DENIED,21,6,0.3333333333333333,False,True,UNMATCHED,False,True
haiku,plain_v5,v5item04,APPROVED,23,7,0.6666666666666666,,True,UNMATCHED,False,False
haiku,plain25,v5item04,APPROVED,30,6,0.3333333333333333,,False,UNMATCHED,False,False
haiku,valuedense,v5item04,APPROVED,20,6,0.6666666666666666,,False,UNMATCHED,False,True
haiku,auditor,v5item04,APPROVED,17,6,0.6666666666666666,,False,UNMATCHED,False,False
haiku,plain_v5,v5item05,APPROVED,47,12,1.0,,True,NONE,True,False
haiku,plain25,v5item05,APPROVED,50,12,1.0,,True,NONE,True,False
haiku,valuedense,v5item05,APPROVED,53,12,1.0,,True,NONE,True,False
haiku,auditor,v5item05,APPROVED,41,12,1.0,,True,NONE,True,False
haiku,plain_v5,v5item06,DENIED,15,0,0.0,False,True,UNMATCHED,False,True
haiku,plain25,v5item06,DENIED,29,3,0.3333333333333333,False,True,UNMATCHED,False,True
haiku,valuedense,v5item06,DENIED,45,12,1.0,True,True,umbilical retract time,True,False
haiku,auditor,v5item06,DENIED,42,12,1.0,True,True,umbilical retract time,True,False
haiku,plain_v5,v5item07,DENIED,19,3,0.3333333333333333,False,True,UNMATCHED,False,True
haiku,plain25,v5item07,DENIED,28,5,0.6666666666666666,False,False,NONE,False,False
haiku,valuedense,v5item07,DENIED,42,12,1.0,True,True,filtrate turbidity,True,False
haiku,auditor,v5item07,DENIED,19,6,0.6666666666666666,False,False,NONE,False,False
haiku,plain_v5,v5item08,APPROVED,23,6,1.0,,False,NONE,True,False
haiku,plain25,v5item08,APPROVED,48,11,1.0,,True,NONE,True,False
haiku,valuedense,v5item08,APPROVED,45,10,1.0,,True,NONE,True,False
haiku,auditor,v5item08,APPROVED,23,6,0.6666666666666666,,False,crossing angle tolerance,False,False
haiku,plain_v5,v5item09,DENIED,17,5,0.6666666666666666,True,True,generator fuel reserve,True,False
haiku,plain25,v5item09,DENIED,29,6,0.6666666666666666,True,True,generator fuel reserve,True,False
haiku,valuedense,v5item09,DENIED,44,12,1.0,True,True,generator fuel reserve,True,False
haiku,auditor,v5item09,DENIED,22,6,1.0,True,True,generator fuel reserve,True,False
haiku,plain_v5,v5item10,DENIED,20,0,0.0,False,True,UNMATCHED,False,True
haiku,plain25,v5item10,DENIED,38,6,0.3333333333333333,True,True,label reconciliation rate,True,False
haiku,valuedense,v5item10,DENIED,40,11,0.6666666666666666,True,True,label reconciliation rate,True,False
haiku,auditor,v5item10,DENIED,19,6,1.0,True,True,label reconciliation rate,True,False
haiku,plain_v5,v5item11,DENIED,19,0,0.0,False,True,UNMATCHED,False,True
haiku,plain25,v5item11,DENIED,38,5,0.6666666666666666,True,True,anchor bolt torque,True,False
haiku,valuedense,v5item11,DENIED,53,12,1.0,True,True,anchor bolt torque,True,False
haiku,auditor,v5item11,DENIED,20,6,0.6666666666666666,True,True,anchor bolt torque,True,False
haiku,plain_v5,v5item12,DENIED,24,6,1.0,True,True,star tracker residual,True,False
haiku,plain25,v5item12,DENIED,34,8,1.0,True,True,star tracker residual,True,False
haiku,valuedense,v5item12,DENIED,57,12,1.0,True,True,star tracker residual,True,False
haiku,auditor,v5item12,DENIED,26,6,0.6666666666666666,True,True,star tracker residual,True,False
haiku,plain_v5,v5item13,APPROVED,17,4,0.3333333333333333,,False,NONE,True,True
haiku,plain25,v5item13,APPROVED,53,12,1.0,,True,NONE,True,False
haiku,valuedense,v5item13,APPROVED,43,12,1.0,,True,NONE,True,False
haiku,auditor,v5item13,APPROVED,21,6,0.6666666666666666,,False,batch purity assay,False,False
haiku,plain_v5,v5item14,APPROVED,19,0,0.0,,False,,False,True
haiku,plain25,v5item14,APPROVED,33,3,0.6666666666666666,,False,UNMATCHED,False,True
haiku,valuedense,v5item14,APPROVED,53,11,1.0,,True,NONE,True,False
haiku,auditor,v5item14,APPROVED,24,6,1.0,,True,NONE,True,False
haiku,plain_v5,v5item15,DENIED,19,6,0.0,False,True,UNMATCHED,False,True
haiku,plain25,v5item15,DENIED,37,7,0.0,False,True,UNMATCHED,False,True
haiku,valuedense,v5item15,DENIED,43,12,1.0,True,True,storage array rebuild margin,True,False
haiku,auditor,v5item15,DENIED,19,6,0.0,False,True,UNMATCHED,False,True
haiku,plain_v5,v5item16,APPROVED,26,9,0.6666666666666666,,False,UNMATCHED,False,True
haiku,plain25,v5item16,APPROVED,49,10,0.6666666666666666,,True,UNMATCHED,False,True
haiku,valuedense,v5item16,APPROVED,46,12,1.0,,True,NONE,True,False
haiku,auditor,v5item16,APPROVED,14,6,0.6666666666666666,,False,UNMATCHED,False,False
haiku,plain_v5,v5item17,APPROVED,27,8,1.0,,True,NONE,True,False
haiku,plain25,v5item17,APPROVED,34,10,1.0,,True,NONE,True,False
haiku,valuedense,v5item17,APPROVED,52,12,1.0,,True,NONE,True,False
haiku,auditor,v5item17,APPROVED,19,6,1.0,,True,NONE,True,False
haiku,plain_v5,v5item18,APPROVED,19,4,0.3333333333333333,,False,UNMATCHED,False,True
haiku,plain25,v5item18,APPROVED,28,3,0.3333333333333333,,True,NONE,True,True
haiku,valuedense,v5item18,APPROVED,40,10,1.0,,True,NONE,True,False
haiku,auditor,v5item18,APPROVED,18,6,0.6666666666666666,,False,guidance regression pass rate,False,False
haiku,plain_v5,v5item19,DENIED,45,7,0.3333333333333333,True,True,condenser outlet temperature,True,False
haiku,plain25,v5item19,DENIED,27,3,0.3333333333333333,True,True,condenser outlet temperature,True,False
haiku,valuedense,v5item19,DENIED,28,8,0.6666666666666666,True,True,condenser outlet temperature,True,False
haiku,auditor,v5item19,DENIED,21,6,0.3333333333333333,True,True,condenser outlet temperature,True,False
haiku,plain_v5,v5item20,APPROVED,36,8,1.0,,True,NONE,True,False
haiku,plain25,v5item20,APPROVED,47,11,1.0,,True,NONE,True,False
haiku,valuedense,v5item20,APPROVED,60,12,1.0,,True,NONE,True,False
haiku,auditor,v5item20,APPROVED,30,6,0.6666666666666666,,True,UNMATCHED,False,True
